url,title,image
https://www.allrecipes.com/article/turkey-cooking-time-guide/,How Long to Cook a Turkey,https://www.allrecipes.com/thmb/Sqv7-9NXgqwfc0pWbRn2Ztv_9wY=/771x514/filters:no_upscale():max_bytes(150000):strip_icc():focal(429x287:431x289)/1061659_Chef-Johns-Roast-Turkey-and-Gravy-4x3-1-ee06dbff142445349beba201379a26df.jpg
https://www.allrecipes.com/nothing-but-the-classics-8382614,Nothing But the Classics,https://www.allrecipes.com/thmb/QlGPI9eh_zGx89rw-xrZhstwj_c=/144x95/filters:no_upscale():max_bytes(150000):strip_icc():focal(799x0:801x2)/GOLDMAN_ALR_Holiday23_Classis_3485-436cf1bead664448b450d4f290904d79.jpg
https://www.allrecipes.com/gallery/classic-make-ahead-thanksgiving-casseroles/,10 Classic Make-Ahead Thanksgiving Casseroles,https://www.allrecipes.com/thmb/5JqbXKA_xh4pdyAm1naKn0u9tTE=/144x95/filters:no_upscale():max_bytes(150000):strip_icc():focal(680x334:682x336)/4573472-5146e2108e0b45c08546e751a85dd53b.jpg
https://www.allrecipes.com/article/how-to-brine-turkey/,How to Brine a Turkey,https://www.allrecipes.com/thmb/dqAPuk-deTJ8aDH0kjPGLLspQqQ=/144x95/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/4258457-turkey-brine-photo-by-george-usher-2640f660d06c48898a8836df2aa9ed90.jpg
https://www.allrecipes.com/gallery/traditional-thanksgiving-pies/,22 Traditional Thanksgiving Pies That Never Disappoint,https://www.allrecipes.com/thmb/Xee2zocyKGqefE8D_p6XAMVgRjo=/144x95/filters:no_upscale():max_bytes(150000):strip_icc():focal(265x259:267x261)/Sweet-Potato-Pie-I-Photo-by-Holiday-Baker_2-fb7ffa0d2686424db0b62447700b6d66.jpg
https://www.allrecipes.com/recipe/19547/grandmas-corn-bread-dressing/,Grandma's Cornbread Dressing,https://www.allrecipes.com/thmb/7qykH2bBn1K33MI92VgeidbdjWI=/248x165/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/9418683-03f422b120f542eba5aca343d4287c28.jpg
https://www.allrecipes.com/recipe/166160/juicy-thanksgiving-turkey/,Juicy Thanksgiving Turkey,https://www.allrecipes.com/thmb/GzVJxtxukAzLkj3LVeu8cMb0FU4=/248x165/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/ALR-166160-juicy-thanksgiving-turkey-VAT-4958-4x3-e9fdc719770d4661b5d831f958e6eb78.jpg
https://www.allrecipes.com/recipe/24771/basic-mashed-potatoes/,Basic Mashed Potatoes,https://www.allrecipes.com/thmb/d_H8M0ZGxPbGVe1jMXa4Hg1JD2M=/248x165/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/24771-basic-mashed-potatoes-mfs318-ed832ab37551471cba0997410217d4c5.jpg
https://www.allrecipes.com/recipe/275305/green-beans-almondine/,Green Beans Almondine,https://www.allrecipes.com/thmb/RksVWRXDcUhAqK7iC50DOx8tsIo=/248x165/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/7069291-green-beans-almondine-France-C-4x3-1-890611b763894f4e9a933c865b740de4.jpg
https://www.allrecipes.com/gallery/essential-thanksgiving-dishes/,The 9 Essential Thanksgiving Dishes for a Traditional Holiday Spread,https://www.allrecipes.com/thmb/pwunisTgppzxfX7JiWWnAc93f_8=/248x165/filters:no_upscale():max_bytes(150000):strip_icc():focal(621x0:623x2)/Chef-Johns-Sweet-Potato-Casserole-d07f4a7b9d0f4d7588c11ff9e64a5900.jpg
https://www.allrecipes.com/recipe/23439/perfect-pumpkin-pie/,Perfect Pumpkin Pie,https://www.allrecipes.com/thmb/N6mO7_rhzOfe2zFi64dCYNQx8N4=/364x242/filters:no_upscale():max_bytes(150000):strip_icc():focal(1049x636:1051x638)/5895606_PerfectPumpkinPie4x3-7009a1ec42424a3d96d39fd0e2e89c11.jpg
https://www.allrecipes.com/recipe/18379/best-green-bean-casserole/,Best Green Bean Casserole,https://www.allrecipes.com/thmb/nlypX9cZWTBPLbzmbM8Dfk2ZpOM=/364x242/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/418379-best-green-bean-casserole-mfs_122-2f99e660f7b6486583388e9d7a80a218.jpg
https://www.allrecipes.com/recipe/229958/turkey-giblet-gravy/,Turkey Giblet Gravy,https://www.allrecipes.com/thmb/sJcjBiHghUXjxYqjkSrbr5HS3RY=/364x242/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/229958-turkey-giblet-gravy-mfs433-2x1-1-94a7e900e6a34513a07e21ddb0e603d0.jpg
https://www.allrecipes.com/mashed-potato-au-gratin-recipe-8401639,Mashed Potato au Gratin,https://www.allrecipes.com/thmb/v7MARR4lNsh5hg17qcAfT5ow_n4=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/8401639_Mashed-Potato-au-Gratin_Chef-John_4x3-b9a892c09911425fb3a69b8b6cc5140f.jpg
https://www.allrecipes.com/recipe/21261/yummy-sweet-potato-casserole/,Yummy Sweet Potato Casserole,https://www.allrecipes.com/thmb/zvmU76o1dRJXYUsOJtVeg9hZdFM=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/21261-yummy-sweet-potato-casserole-PreethiVenkatramAllrecipes-4x3-d4a57286ea07483fb0cc386f5def07a5.jpg
https://www.allrecipes.com/recipe/24094/butter-flaky-pie-crust/,Butter Flaky Pie Crust,https://www.allrecipes.com/thmb/_0Yx7TCFCOwCJWHZ2dOXUoXUzWU=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/24094-buttery-flaky-pie-crust-lindsey-hayes-1x1-1-0a75128321d04460b115ee7a042d5d64.jpg
https://www.allrecipes.com/stuffing-bread-pudding-recipe-8347289,Stuffing Bread Pudding,https://www.allrecipes.com/thmb/h-iHSVVRMUqzVbVwUZbrnxD9WTw=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1907x1535:1909x1537)/8347289-stuffing-bread-pudding-ddmfs-3x4-10775-5d743086a1d042e59babccf92241b863.jpg
https://www.allrecipes.com/recipe/56348/a-simply-perfect-roast-turkey/,A Simply Perfect Roast Turkey,https://www.allrecipes.com/thmb/8L85-K0ePtGelpVXK7_cEDkJsYY=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/ALR-56348-a-simply-perfect-roast-turkey-VAT-hero-4x3-c9eaf408d00a4cd89251ea856b1c317f.jpg
https://www.allrecipes.com/sweet-potato-dump-cake-recipe-8363654,Sweet Potato Dump Cake,https://www.allrecipes.com/thmb/5udOsbiliU463M-AGpzwX7mQoSg=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(2061x1699:2063x1701)/8363654-sweet-potato-dump-cake-ddmfs-3x4-10722-2592297c1363477397fe08fa38977660.jpg
https://www.allrecipes.com/recipe/12682/apple-pie-by-grandma-ople/,Apple Pie by Grandma Ople,https://www.allrecipes.com/thmb/guq5N5bwQxMgxYHTSQhW7zJEK2I=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1486x711:1488x713)/736203ApplePiebyGrandmaOple4x3photobyHolidayBaker-e41ebad7a5064daaa7587fa14c9e7877.jpg
https://www.allrecipes.com/recipe/239960/fresh-cranberry-sauce/,Fresh Cranberry Sauce,https://www.allrecipes.com/thmb/PKMV99fiKsXxP4YnfZm_faCTdSI=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/1626611-846ccef70f7144d8aef69dc6082f5ed0.jpg
https://www.allrecipes.com/recipe/150818/quick-brussels-and-bacon/,Quick Brussels and Bacon,https://www.allrecipes.com/thmb/OkvdkOkAak1V9ZJHgVy5mH194mg=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/491844-85f779f1020b40f5be0a94f63de8d956.jpg
https://www.allrecipes.com/9x13-thanksgiving-casseroles-8401120,25 Thanksgiving Casseroles to Make In Your 9x13 Dish,https://www.allrecipes.com/thmb/yw6D7Q5hpFSrX_X3Dth9P1v_Q4A=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(2050x1432:2052x1434)/ar-holiday-classics-235663-sweet-potato-crunch-4x3_2625-b90f2bd2e8414360b7657ac7118e405a.jpg
https://www.allrecipes.com/butternut-squash-cheesecake-recipe-8386823,Butternut Squash Cheesecake,https://www.allrecipes.com/thmb/qqks-O1Oy4R4XjQeBhkyolUdGhg=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/8386823_Butternut-Squash-Cheesecake_Chef-John_4x3-6e8ff7d8cb10482d97e1e10bb3fa6d30.jpg
https://www.allrecipes.com/loaded-sweet-potato-casserole-recipe-8385055,Loaded Sweet Potato Casserole,https://www.allrecipes.com/thmb/UPXVZ5GmSddME2pL1d07WXf6edQ=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/8385055_Loaded-Sweet-Potato-Casserole_Chef-John_4x3-f3516d4313664ebf9dab51987bd47bd1.jpg
https://www.allrecipes.com/recipe/58831/cornish-game-hens-with-rice-stuffing/,Cornish Game Hens with Rice Stuffing,https://www.allrecipes.com/thmb/JofeKTmP2MxJCpA1qIoFgb5n8Kw=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/3700054-a4cc603f267e45f7a9ecfcd8630daec3.jpg
https://www.allrecipes.com/recipe/281889/cranberry-jalapeno-dip/,Cranberry Jalapeño Dip,https://www.allrecipes.com/thmb/Jf83HcWxJLWDf0bSUl6JLmwHYi4=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/4931121-f7573e5281fc41179f64b7854a63b88c.jpg
https://www.allrecipes.com/recipe/8454378/spatchcocked-butter-roasted-lemon-and-herb-turkey-with-gravy/,Spatchcocked Butter-Roasted Lemon and Herb Turkey with Gravy,https://www.allrecipes.com/thmb/sFpZBSNGuayDL3EgV7dySNLj450=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/Spatchcocked-Butter-Roasted-Lemon-and-Herb-Turkey-with-Gravy-MFS_106_1x1-209e307c21e64788b7fd86b61dacea0d.jpg
https://www.allrecipes.com/recipe/15985/grandmas-corn-pudding/,Grandma's Corn Pudding,https://www.allrecipes.com/thmb/2YixEh_DbzOYdtumInr3ZtT1eyY=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/Grandmas-Corn-Pudding-2000-020d133e19b5472a84e63dfa75b72df3.jpg
https://www.allrecipes.com/recipe/40550/holiday-only-mashed-potatoes/,Holiday-Only Mashed Potatoes,https://www.allrecipes.com/thmb/0sg-bo7hhlZ6f1cCP_rwDQIdLsA=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/2798665-89b8c2889ee3476aba30b059b1c65f7a.jpg
https://www.allrecipes.com/recipe/241728/bacon-garlic-green-beans/,Bacon-Garlic Green Beans,https://www.allrecipes.com/thmb/GrGmIEjn_6nykH3BD4vvmDwJvKI=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/2202272-bacon-garlic-green-beans-Magnolia-Blossom-4x3-1-b7dc42018ff24084a0fb98e556e6aab9.jpg
https://www.allrecipes.com/recipe/8469209/moist-and-savory-stuffing/,Moist and Savory Stuffing,https://www.allrecipes.com/thmb/jy-iBv7HcK1LTMfXQHNfS6oTpeU=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/Moist-and-Savory-Stuffing-cropped-1x1-1-2000-c1d9cd5540c44b02844adb82fae65680.jpg
https://www.allrecipes.com/recipe/13729/thanksgiving-sweet-potatoes/,Thanksgiving Sweet Potatoes,https://www.allrecipes.com/thmb/IQDoBpTJ9POCytmBVyVMGXdpOs8=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(124x0:126x2)/610226-3d78ee5dfc02470996115c50256a02e8.jpg
https://www.allrecipes.com/recipe/18906/awesome-and-easy-creamy-corn-casserole/,Awesome and Easy Creamy Corn Casserole,https://www.allrecipes.com/thmb/GtAXHt1SqEsbvrRo1a_5pbqFr_U=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/964200-e71a681b1b524d0fb5e3adac749ad856.jpg
https://www.allrecipes.com/recipe/222332/how-to-cook-a-turkey/,How to Cook a Turkey,https://www.allrecipes.com/thmb/LZStLzMXNZm2XYMRs3eNii2iXKI=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/222332-how-to-cook-a-turkey-ddmfs-1x1-1-7560311b7ccc4efc8ef0b065f346d966.jpg
https://www.allrecipes.com/recipe/76604/make-ahead-turkey-gravy/,Make-Ahead Turkey Gravy,https://www.allrecipes.com/thmb/Os9VHknWwgMVJEl0ejOKUv1Cnvk=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(707x406:709x408)/739240_Make-AheadTurkeyGravy4x3photobylutzflcat-9f524d9cda5440daae39f72c1328cf04.jpg
https://www.allrecipes.com/recipe/23037/easy-beginners-turkey-with-stuffing/,Easy Beginner's Turkey with Stuffing,https://www.allrecipes.com/thmb/43hFIah2-GS1F5hurq01KdQRcv4=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/23037-easy-beginners-turkey-with-stuffing-vat-02-4X3-a851b00227654beb8a1c376b5b532115.jpg
https://www.allrecipes.com/recipe/13478/sweet-potato-casserole-ii/,Sweet Potato Casserole with Marshmallows,https://www.allrecipes.com/thmb/9-mgThBKgw8kaGOKo-bXKGblpW8=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(949x952:951x954)/13478-sweet-potato-casserole-II-mfs302-032f142759794db4b4c538837595db2f.jpg
https://www.allrecipes.com/gallery/cheap-easy-thanksgiving-dishes/,14 Cheap & Easy Thanksgiving Dishes,https://www.allrecipes.com/thmb/5y2vmzqZTqMOGN_fUpqeaA9pPYo=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/9421258-bread-and-celery-stuffing-Rita-1x1-1-38e7dd6fa8a44db0900e6c7794e56e00.jpg
https://www.allrecipes.com/recipe/54614/turkey-brine/,Turkey Brine,https://www.allrecipes.com/thmb/I4LLlmrazD_4ka0dLxWOrLVXnWw=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/54614-turkey-brine-DDMFS-4x3-f38a8cdc3faa4ff8b0c822942ad39e3e.jpg
https://www.allrecipes.com/recipe/11679/homemade-mac-and-cheese/,Homemade Mac and Cheese,https://www.allrecipes.com/thmb/15iOAzcQHCQQFDxtwuXYXqoJWMI=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1399x1159:1401x1161)/11679-homemade-mac-and-cheese-chef-mo-3x2-1-00572eb7b88e43cfa3e9fa4b92cc9c23.jpg
https://www.allrecipes.com/recipe/17891/golden-sweet-cornbread/,Golden Sweet Cornbread,https://www.allrecipes.com/thmb/IDLb3lT1q8hEfsA4LKYHJQV_Q9s=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(347x260:349x262)/cornbread-1-ed82a6c7a48541648a654b58c3559355.jpg
https://www.allrecipes.com/recipe/15925/creamy-au-gratin-potatoes/,Creamy au Gratin Potatoes,https://www.allrecipes.com/thmb/TeR0mKeFDKt7yj-VRwL5gFkK2RY=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/15925-creamy-au-gratin-potatoes-mfs_121-ae0ff47de55f4b838fdddd4243aad285.jpg
https://www.allrecipes.com/recipe/26482/candied-yams/,Candied Yams,https://www.allrecipes.com/thmb/IwKnqIvm_zxNJt942WhklyxPuco=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/26482-candied-yams-DDMFS-4x3-5712c174c6da403ebf554530361d00c6.jpg
https://www.allrecipes.com/recipe/22749/the-best-banana-pudding/,The Best Banana Pudding,https://www.allrecipes.com/thmb/cOEaq0-iuB-dU96Ssh2udu-Fsjc=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1890x1345:1892x1347)/22749-the-best-banana-pudding-mfs-365-4x3-c932d443ac8243009231dbe6eea8be95.jpg
https://www.allrecipes.com/recipe/229740/easy-cranberry-orange-relish/,Easy Cranberry Orange Relish,https://www.allrecipes.com/thmb/vO7lTdM9RS0fQ2qUEPp0IDfcGhE=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/229740-easy-cranberry-orange-relish-ddmfs-4x3-0635-ffc426318f154b7f83a81b7ab99befad.jpg
https://www.allrecipes.com/recipe/229733/simple-roasted-butternut-squash/,Simple Roasted Butternut Squash,https://www.allrecipes.com/thmb/0DTcBXGejEnD5fSJ-0zgD4c-6-g=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1259x479:1261x481)/229733_simple-roasted-butternut-squash_1x1-Rita-6cec93e777d047b4858aabdfa46fdf26.jpg
https://www.allrecipes.com/recipe/12142/sweet-potato-pie-i/,Sweet Potato Pie,https://www.allrecipes.com/thmb/9ztDZIPIGxPoLKHjJcG5mJvzMF4=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/12142-sweet-potato-pie-i-DDMFS-4x3-a63b16cf54f14c2481b114f00428f84d.jpg
https://www.allrecipes.com/recipe/77981/butternut-squash-soup-ii/,Butternut Squash Soup,https://www.allrecipes.com/thmb/guUIp41F784_Wif-AA36AHt7K0c=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(947x747:949x749)/8604735_ButternutSquashSoupII4x3-280ceb074dff4a73829a9c5df5514d50.jpg
https://www.allrecipes.com/recipe/13477/double-layer-pumpkin-cheesecake/,Double Layer Pumpkin Cheesecake,https://www.allrecipes.com/thmb/52ajZXDDbn0VpM-Bu_Xo9pRYP_0=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/13477-double-layer-pumpkin-cheesecake-DDMFS-4x3-3de88a9eea70483d8a931b2aac044312.jpg
https://www.allrecipes.com/recipe/219079/chef-johns-roast-turkey-and-gravy/,Chef John's Roast Turkey and Gravy,https://www.allrecipes.com/thmb/jo7TK8B_I-pDrIRCmZg_xENFNmw=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1966x984:1968x986)/1061659_ChefJohnsRoastTurkeyandGravy4x3-1735bd98ef594280a7c01e519973acd1.jpg
https://www.allrecipes.com/recipe/76594/grandmothers-buttermilk-cornbread/,Grandmother's Buttermilk Cornbread,https://www.allrecipes.com/thmb/UMqkL0VlK78KpuhVLZ5Rb8AneOc=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(679x0:681x2)/76594-Grandmothers-Buttermilk-Cornbread-e9c04f98e2c94b0eb6d3b77d22182d21.jpg
https://www.allrecipes.com/recipe/241834/oven-roasted-sweet-potatoes/,Oven Roasted Sweet Potatoes,https://www.allrecipes.com/thmb/35qYV2hnBu5d1sc82GwQ9i-ZbRE=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/241834-oven-roasted-sweet-potatoes-DDMFS-4x3-b9026d7c92e342398cfeb824c0a094b8.jpg
https://www.allrecipes.com/recipe/12409/apple-crisp-ii/,Apple Crisp,https://www.allrecipes.com/thmb/OaaHC0tCP9GBd4tgdgD9kWiHl2M=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/277929-Apple-Crisp-II-Photo-by-sassyoldlady-2000-f4675d77aac44c5f8ec84dde34fcf9d1.jpg
https://www.allrecipes.com/recipe/15184/mouth-watering-stuffed-mushrooms/,Mouth-Watering Stuffed Mushrooms,https://www.allrecipes.com/thmb/4oDXFnkrvKI4A-nCAgwbPY_8FR0=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/414837-09e752d7bac344cf89d950154a504a12.jpg
https://www.allrecipes.com/recipe/151595/campbells-green-bean-casserole/,Campbell's Green Bean Casserole,https://www.allrecipes.com/thmb/c_DCE19WnohM7fMa7OK6aDWue-s=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(459x157:461x159)/2799062_CampbellsRGreenBeanCasserole4x3-7bd890c391dc4c568b9215678d3f26e9.jpg
https://www.allrecipes.com/recipe/53304/cream-corn-like-no-other/,Cream Corn Like No Other,https://www.allrecipes.com/thmb/59-GT-2KiU2tmlFxOX9lK__AyPY=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/Cream-Corn-Like-No-Other-1x1-1-2000-959b9bafbc1c4335a983423d74ebce0c.jpg
https://www.allrecipes.com/recipe/16984/turkey-in-a-smoker/,Turkey in a Smoker,https://www.allrecipes.com/thmb/GD2apahNTKwN1X-KYUMSQmQ9KUE=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/16984-Turkey-In-A-Smoker-ddmfs-084-4x3-1-b1fc2e6b35484a2a9310d22874d6c41e.jpg
https://www.allrecipes.com/recipe/245534/roast-spatchcock-turkey/,Roast Spatchcock Turkey,https://www.allrecipes.com/thmb/qEPqdpi4wOTkZyfcprvobHam30Y=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/245534-roast-spatchcock-turkey-vat-03-4X3-77be0c404ecd47478de41022447f720f.jpg
https://www.allrecipes.com/recipe/276540/roasted-butternut-squash-salad-with-bacon-and-onions/,Roasted Butternut Squash Salad,https://www.allrecipes.com/thmb/FOqPj85IchyCb-X97iPZgqdwy2I=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1223x0:1225x2)/276540roasted-butternut-squash-salad-with-bacon-and-onionsChristina4x3-b74e23a4a473438f89c5b61fa359c712.jpg
https://www.allrecipes.com/recipe/13811/watergate-salad/,Watergate Salad,https://www.allrecipes.com/thmb/WZqPnWbLYanNdATQbIVY7f7LwzI=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/Watergate-Salad-1x1-1-2000-75b79a68f0b6427a974e05323a506d15.jpg
https://www.allrecipes.com/recipe/7402/carrot-cake-iii/,Carrot Cake,https://www.allrecipes.com/thmb/bdmobJmjZGJyR9tfURe-YgGClKI=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1039x679:1041x681)/7402-carrot-cake-iii-sarah-dipity-1x1-1-2e7c90d8c07c47039b4906ec01911015.jpg
https://www.allrecipes.com/recipe/22755/libbys-famous-pumpkin-pie/,Libby's Famous Pumpkin Pie,https://www.allrecipes.com/thmb/i9Zk8HoIkI2v_Jw2GMZ824-WKEc=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(979x639:981x641)/22755-libbys-famous-pumpkin-pie-my-hot-southern-mess-2x1-1-e816312859d541ce9cd40f69a120237f.jpg
https://www.allrecipes.com/recipe/13731/pumpkin-roll-i/,Pumpkin Roll,https://www.allrecipes.com/thmb/9PgIMYZA5eCsWWpct0-KKpwB2cI=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/13731-pumpkin-roll-marie-4x3-34781ee97ab64531b2749d513b69b95b.jpg
https://www.allrecipes.com/recipe/18433/irresistible-pecan-pie/,Irresistible Pecan Pie,https://www.allrecipes.com/thmb/w2mN72qvYoXLX1QjHg6PR89fsAs=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/8876530-irresistible-pecan-pie-graciemarie-1x1-1-4234160d907e43bfb0f27903a21b5cda.jpg
https://www.allrecipes.com/recipe/13802/buttermilk-pie/,Buttermilk Pie,https://www.allrecipes.com/thmb/xV0XgDGSgKIDcdGz0BM-Vu0xY2E=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1833x0:1835x2)/8913064-1db96197e7274b698659aa80aa02fac8.jpg
https://www.allrecipes.com/recipe/34524/baked-ham/,Baked Ham,https://www.allrecipes.com/thmb/VzB7POoEbiwG3JdLkK99A88eHH0=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/34524-baked-ham-DDMFS-4x3-a2297a0c6e9848b8a6cf3c862ab9040f.jpg
https://www.allrecipes.com/recipe/13711/homemade-fresh-pumpkin-pie/,Homemade Fresh Pumpkin Pie,https://www.allrecipes.com/thmb/wUHcf7PdDDNJ4whxDcQ8NVXmAkw=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/13711-homemade-fresh-pumpkin-pie-mfs254-927f6526424746a1bc204f544f064231.jpg
https://www.allrecipes.com/recipe/229932/simple-pumpkin-pie/,Simple Pumpkin Pie,https://www.allrecipes.com/thmb/vG0WW-tz4YdONA4ikRUeMSlyewE=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/229932-Simple-Pumpkin-Pie-vat-hero-4x3-LSH-ae211272471a4e7aa9f10716cdcf4bc3.jpg
https://www.allrecipes.com/recipe/22617/best-spinach-dip-ever/,Best Spinach Dip Ever,https://www.allrecipes.com/thmb/DiVyZBz3jokNt3FQbEL9MBFAH38=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/748478-best-spinach-dip-ever-CharlieBrown-1x1-1-74e08d9fe4cc418cbcf7364bfe7d0964.jpg
https://www.allrecipes.com/recipe/153898/oyster-dressing-stuffing/,Oyster Dressing (Stuffing),https://www.allrecipes.com/thmb/N6Jrk8uL26FPE1dV6VCmgQstIBY=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/153898-oyster-dressing-stuffing-VAT-09-4x3-93da549572954dd59c37be44d2c8c1dc.jpg
https://www.allrecipes.com/recipe/6820/downeast-maine-pumpkin-bread/,Downeast Maine Pumpkin Bread,https://www.allrecipes.com/thmb/2R9vI1CSnNBnFBkycj9tP4vbkn8=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/6820-downeast-maine-pumpkin-bread-DDMFS-4x3-d599049115e54984b2e898d925fc272b.jpg
https://www.allrecipes.com/recipe/230049/chef-johns-make-ahead-turkey-gravy/,Chef John's Make-Ahead Turkey Gravy,https://www.allrecipes.com/thmb/Ptodf1YlBHFuIR5DWAmVi1HpDvw=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/ALR-230049-chef-johns-make-ahead-turkey-gravy-VAT-hero-4x3-990411e69503436abfa6533b0c0a9dfa.jpg
